mes,Tienda,fallo,tipo_devolucion,motivo,claims,gmv_reclamado_usd
2026-03-01,Vicente Lopez,Comprador,Sin Devolucion,change_receiver_address,2,30.86
2026-03-01,Caballito,Comprador,Sin Devolucion,different_item_other,2,20.19
2026-03-01,Caballito,Ambos,Sin Devolucion,damaged_package_missing_accessories,2,13.0
2026-03-01,Caballito,null,Sin Devolucion,undelivered_repentant_buyer,2,36.32
2026-03-01,Scalabrini,Comprador,Sin Devolucion,respondent_unanswered,2,8.22
2026-03-01,Scalabrini,null,Sin Devolucion,delivered_but_not_receive_package,2,55.25
2026-03-01,Vicente Lopez,null,Sin Devolucion,delivered_but_not_receive_package,2,22.29
2026-03-01,Caballito,Comprador,Sin Devolucion,repentant_buyer,2,55.19
2026-03-01,Caballito,Comprador,Sin Devolucion,change_receiver_address,2,4.05
2026-03-01,Vicente Lopez,Ambos,Sin Devolucion,different_color_or_size,2,8.14
2026-03-01,Caballito,Vendedor,Sin Devolucion,missing_invoice,2,13.4
2026-03-01,Caballito,Ambos,Sin Devolucion,damaged_package_broken_item,2,20.2
2026-03-01,Scalabrini,Vendedor,Sin Devolucion,missing_item,2,197.7
2026-03-01,Villa Urquiza,null,Sin Devolucion,undelivered_repentant_buyer,2,9.74
2026-03-01,Villa Urquiza,Comprador,Devolucion Realizada,repentant_buyer,2,22.5
2026-03-01,Scalabrini,Comprador,Sin Devolucion,unauthorized_purchase,2,40.15
2026-03-01,Villa Urquiza,Comprador,Sin Devolucion,different_than_published,2,6.93
2026-03-01,Caballito,Ambos,Sin Devolucion,delivered_but_not_receive_package,2,16.87
2026-03-01,Vicente Lopez,null,Sin Devolucion,out_of_stock,2,12.88
2026-03-01,Villa Urquiza,Ambos,Sin Devolucion,fake_different,1,6.83
2026-03-01,Vicente Lopez,Comprador,Devolucion Realizada,broken_item,1,8.47
2026-03-01,Villa Urquiza,Ambos,Sin Devolucion,not_working_item,1,26.65
2026-03-01,Vicente Lopez,Comprador,Sin Devolucion,sup_damaged_package_broken_item,1,29.88
2026-03-01,Caballito,Vendedor,Sin Devolucion,different_than_published,1,9.05
2026-03-01,Scalabrini,Vendedor,Sin Devolucion,sup_damaged_package_broken_item,1,10.65
2026-03-01,Scalabrini,Vendedor,Devolucion Expirada,repentant_buyer,1,47.12
2026-03-01,Scalabrini,Comprador,Sin Devolucion,delivered_but_not_receive_package,1,1.32
2026-03-01,Scalabrini,null,Sin Devolucion,undelivered_other,1,9.69
2026-03-01,Vicente Lopez,null,Sin Devolucion,estimated_delivery_out_of_time,1,3.76
2026-03-01,Villa Urquiza,null,Sin Devolucion,undelivered_other,1,1.62
2026-03-01,Villa Urquiza,null,Sin Devolucion,different_item_other,1,7.56
2026-03-01,Vicente Lopez,null,Sin Devolucion,respondent_unanswered,1,3.44
2026-03-01,Villa Urquiza,null,Sin Devolucion,missing_item,1,13.35
2026-03-01,Scalabrini,Comprador,Devolucion Realizada,sup_broken_item,1,26.81
2026-03-01,Caballito,Comprador,Devolucion Realizada,missing_accessories,1,43.0
2026-03-01,Caballito,Ambos,Sin Devolucion,damaged_package_empty_box,1,7.2
2026-03-01,Caballito,Comprador,Devolucion Realizada,sup_different_taste_or_size,1,21.76
2026-03-01,Villa Urquiza,Comprador,Devolucion Realizada,different_item_other,1,2.17
2026-03-01,Scalabrini,Ambos,Sin Devolucion,sup_damaged_package_broken_item,1,17.04
2026-03-01,Vicente Lopez,Ambos,Sin Devolucion,sup_damaged_package_broken_item,1,7.89
2026-03-01,Villa Urquiza,Vendedor,Devolucion Cancelada,missing_item,1,59.64
2026-03-01,Vicente Lopez,Vendedor,Sin Devolucion,missing_invoice,1,14.34
2026-03-01,Caballito,null,Sin Devolucion,delivered_but_not_receive_package,1,16.26
2026-03-01,Caballito,null,Sin Devolucion,different_than_published,1,12.32
2026-03-01,Villa Urquiza,null,Sin Devolucion,missing_invoice,1,32.64
2026-03-01,Villa Urquiza,Comprador,Sin Devolucion,delivered_but_not_receive_package,1,1.77
2026-03-01,Villa Urquiza,Ambos,Devolucion Expirada,missing_item,1,18.6
2026-03-01,Vicente Lopez,Vendedor,Devolucion Expirada,different_than_published,1,16.04
2026-03-01,Caballito,Ambos,Sin Devolucion,different_than_published,1,3.44
2026-03-01,Vicente Lopez,Comprador,Devolucion Realizada,sup_different_taste_or_size,1,14.47
2026-03-01,Scalabrini,Comprador,Sin Devolucion,tried_deliver_purchase_but_could_not,1,82.32
2026-03-01,Scalabrini,Vendedor,Sin Devolucion,repentant_buyer,1,31.59
2026-03-01,Scalabrini,Vendedor,Devolucion Expirada,different_item_other,1,14.2
2026-03-01,Caballito,Comprador,Devolucion Realizada,damaged_package_not_working_item,1,38.8
2026-03-01,Scalabrini,Ambos,Sin Devolucion,damaged_package_missing_item,1,2.63
2026-03-01,Caballito,Comprador,Sin Devolucion,sup_broken_item,1,45.66
2026-03-01,Villa Urquiza,Comprador,Sin Devolucion,sup_different_taste_or_size,1,2.51
2026-03-01,Scalabrini,Comprador,Sin Devolucion,sup_different_color_or_size,1,26.52
2026-03-01,Scalabrini,Comprador,Devolucion Realizada,repentant_buyer,1,43.14
2026-03-01,Vicente Lopez,Comprador,Devolucion Realizada,missing_item,1,4.4
2026-03-01,Scalabrini,null,Sin Devolucion,estimated_delivery_out_of_time,1,4.6
2026-03-01,Caballito,null,Sin Devolucion,different_color_or_size,1,33.52
2026-03-01,Caballito,null,Sin Devolucion,sup_different_taste_or_size,1,9.44
2026-03-01,Vicente Lopez,Comprador,Sin Devolucion,delivered_but_not_receive_package,1,0.93
2026-03-01,Caballito,Comprador,Devolucion Realizada,repentant_buyer,1,20.56
2026-03-01,Villa Urquiza,Comprador,Sin Devolucion,respondent_unanswered,1,20.55
2026-03-01,Caballito,Comprador,Sin Devolucion,damaged_package_missing_item,1,23.84
2026-03-01,Caballito,null,Devolucion Expirada,missing_accessories,1,43.0
2026-03-01,Villa Urquiza,Vendedor,Sin Devolucion,sup_damaged_package_broken_item,1,15.48
2026-03-01,Caballito,null,Sin Devolucion,undelivered_other,1,7.95
2026-03-01,Villa Urquiza,null,Devolucion Expirada,sup_different_taste_or_size,1,13.38
2026-03-01,Caballito,null,Sin Devolucion,change_receiver_address,1,2.82
2026-03-01,Scalabrini,Comprador,Sin Devolucion,damaged_package_missing_item,1,90.24
2026-03-01,Scalabrini,Vendedor,Sin Devolucion,delivered_but_not_receive_package,1,2.94
2026-03-01,Vicente Lopez,Vendedor,Sin Devolucion,sup_damaged_package_broken_item,1,1.43
2026-03-01,Scalabrini,Comprador,Devolucion Realizada,different_than_published,1,8.69
2026-03-01,Scalabrini,null,Sin Devolucion,sup_different_taste_or_size,1,3.06
2026-03-01,Caballito,null,Sin Devolucion,damaged_package_missing_item,1,2.63
2026-03-01,Vicente Lopez,Comprador,Sin Devolucion,sup_broken_item,1,12.88
2026-03-01,Scalabrini,Ambos,Devolucion Realizada,different_than_published,1,46.68
2026-03-01,Vicente Lopez,null,Devolucion Cancelada,empty_box,1,25.76
2026-03-01,Caballito,null,Sin Devolucion,respondent_unanswered,1,0.93
2026-03-01,Vicente Lopez,Ambos,Sin Devolucion,sup_different_taste_or_size,1,4.06
2026-03-01,Villa Urquiza,null,Sin Devolucion,tried_deliver_purchase_but_could_not,1,21.24
2026-03-01,Caballito,null,Devolucion Expirada,repentant_buyer,1,2.8
2026-03-01,Scalabrini,Comprador,Sin Devolucion,delivery_date_was_not_met,1,2.06
2026-03-01,Scalabrini,Ambos,Devolucion Cancelada,different_item_other,1,17.16
2026-03-01,Vicente Lopez,Ambos,Sin Devolucion,different_item_other,1,4.02
2026-03-01,Vicente Lopez,Vendedor,Devolucion Cancelada,missing_invoice,1,135.12
2026-03-01,Vicente Lopez,Ambos,Sin Devolucion,missing_invoice,1,2.95
2026-03-01,Caballito,Comprador,Sin Devolucion,delivered_but_not_receive_package,1,4.4
2026-03-01,Scalabrini,Ambos,Sin Devolucion,different_item_other,1,3.76
2026-03-01,Vicente Lopez,Comprador,Devolucion Realizada,repentant_buyer,1,52.86
2026-04-01,Scalabrini,Comprador,Sin Devolucion,missing_item,23,144.77
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,undelivered_repentant_buyer,15,354.25
2026-04-01,Villa Urquiza,null,Sin Devolucion,missing_item,14,61.86
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,undelivered_repentant_buyer,11,112.96
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,missing_item,10,88.94
2026-04-01,Caballito,Comprador,Sin Devolucion,missing_item,10,56.52
2026-04-01,Caballito,Comprador,Sin Devolucion,undelivered_repentant_buyer,10,162.97
2026-04-01,Scalabrini,Comprador,Sin Devolucion,undelivered_repentant_buyer,10,120.63
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,out_of_stock,9,69.7
2026-04-01,Vicente Lopez,Ambos,Sin Devolucion,missing_item,8,51.35
2026-04-01,Caballito,Comprador,Sin Devolucion,out_of_stock,8,64.72
2026-04-01,Villa Urquiza,Ambos,Sin Devolucion,missing_item,7,47.44
2026-04-01,Caballito,Comprador,Sin Devolucion,undelivered_other,7,54.83
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,undelivered_other,6,61.99
2026-04-01,Scalabrini,Ambos,Sin Devolucion,damaged_package_missing_item,6,17.51
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,out_of_stock,6,126.22
2026-04-01,Caballito,Ambos,Sin Devolucion,sup_broken_item,4,42.09
2026-04-01,Scalabrini,Comprador,Sin Devolucion,undelivered_other,4,14.89
2026-04-01,Villa Urquiza,null,Sin Devolucion,out_of_stock,4,17.24
2026-04-01,Caballito,Comprador,Sin Devolucion,estimated_delivery_out_of_time,4,16.67
2026-04-01,Scalabrini,Comprador,Devolucion Realizada,repentant_buyer,4,80.94
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,undelivered_other,4,49.79
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,missing_item,4,27.49
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,estimated_delivery_out_of_time,4,29.86
2026-04-01,Scalabrini,Ambos,Sin Devolucion,missing_invoice,4,29.54
2026-04-01,Villa Urquiza,Ambos,Sin Devolucion,sup_broken_item,3,10.16
2026-04-01,Vicente Lopez,null,Devolucion Expirada,missing_item,3,52.74
2026-04-01,Caballito,Ambos,Sin Devolucion,missing_item,3,11.71
2026-04-01,Scalabrini,Comprador,Sin Devolucion,estimated_delivery_out_of_time,3,8.62
2026-04-01,Caballito,Ambos,Sin Devolucion,missing_invoice,3,27.88
2026-04-01,Vicente Lopez,Ambos,Sin Devolucion,empty_box,3,5.79
2026-04-01,Vicente Lopez,null,Sin Devolucion,missing_item,3,45.69
2026-04-01,Scalabrini,Ambos,Sin Devolucion,sup_damaged_package_broken_item,3,14.65
2026-04-01,Caballito,Comprador,Sin Devolucion,change_receiver_address,2,4.91
2026-04-01,Vicente Lopez,Comprador,Devolucion Realizada,missing_item,2,25.91
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,damaged_package_missing_item,2,26.73
2026-04-01,Scalabrini,Comprador,Sin Devolucion,delivered_but_not_receive_package,2,15.8
2026-04-01,Scalabrini,null,Sin Devolucion,different_item_other,2,27.54
2026-04-01,Scalabrini,Comprador,Sin Devolucion,damaged_package_missing_item,2,3.65
2026-04-01,Scalabrini,Ambos,Sin Devolucion,missing_item,2,5.99
2026-04-01,Vicente Lopez,Vendedor,Sin Devolucion,missing_item,2,38.97
2026-04-01,Caballito,null,Sin Devolucion,out_of_stock,2,12.79
2026-04-01,Caballito,null,Sin Devolucion,missing_item,2,9.05
2026-04-01,Caballito,null,Sin Devolucion,undelivered_other,2,16.57
2026-04-01,Scalabrini,Comprador,Sin Devolucion,out_of_stock,2,7.96
2026-04-01,Scalabrini,null,Sin Devolucion,undelivered_repentant_buyer,2,19.54
2026-04-01,Scalabrini,null,Devolucion No Despachada,missing_invoice,2,33.6
2026-04-01,Scalabrini,null,Devolucion Cancelada,different_item_other,2,28.7
2026-04-01,Scalabrini,Vendedor,Sin Devolucion,missing_invoice,2,30.78
2026-04-01,Vicente Lopez,null,Sin Devolucion,delivered_but_not_receive_package,2,24.1
2026-04-01,Vicente Lopez,Ambos,Sin Devolucion,missing_invoice,2,4.52
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,change_receiver_address,2,17.92
2026-04-01,Vicente Lopez,Ambos,Sin Devolucion,sup_damaged_package_broken_item,2,20.03
2026-04-01,Villa Urquiza,null,Sin Devolucion,undelivered_other,2,9.66
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,delivered_but_not_receive_package,2,16.06
2026-04-01,Villa Urquiza,null,Sin Devolucion,repentant_buyer,1,26.76
2026-04-01,Vicente Lopez,Comprador,Devolucion Realizada,repentant_buyer,1,24.9
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,empty_box,1,19.54
2026-04-01,Scalabrini,Ambos,Sin Devolucion,sup_broken_item,1,10.92
2026-04-01,Caballito,Comprador,Sin Devolucion,different_item_other,1,18.12
2026-04-01,Scalabrini,Comprador,Sin Devolucion,different_item_other,1,0.72
2026-04-01,Caballito,null,Sin Devolucion,undelivered_repentant_buyer,1,3.3
2026-04-01,Scalabrini,null,Sin Devolucion,repentant_buyer,1,50.16
2026-04-01,Villa Urquiza,Ambos,Sin Devolucion,repentant_buyer,1,5.88
2026-04-01,Caballito,Ambos,Sin Devolucion,repentant_buyer,1,1.96
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,different_item_other,1,28.32
2026-04-01,Caballito,null,Sin Devolucion,missing_invoice,1,7.95
2026-04-01,Scalabrini,Vendedor,Sin Devolucion,empty_box,1,1.3
2026-04-01,Villa Urquiza,null,Sin Devolucion,broken_item,1,8.62
2026-04-01,Scalabrini,null,Sin Devolucion,missing_item,1,25.13
2026-04-01,Scalabrini,Comprador,Sin Devolucion,change_receiver_address,1,6.98
2026-04-01,Caballito,Comprador,Sin Devolucion,broken_item,1,41.52
2026-04-01,Caballito,Comprador,Sin Devolucion,respondent_unanswered,1,11.32
2026-04-01,Caballito,Vendedor,Devolucion Cancelada,different_than_published,1,12.32
2026-04-01,Caballito,Comprador,Sin Devolucion,delivered_but_not_receive_package,1,16.26
2026-04-01,Vicente Lopez,null,Devolucion Realizada,repentant_buyer,1,13.32
2026-04-01,Villa Urquiza,null,Sin Devolucion,different_than_published,1,17.9
2026-04-01,Scalabrini,Comprador,Sin Devolucion,broken_item,1,4.78
2026-04-01,Caballito,Comprador,Devolucion Realizada,repentant_buyer,1,5.36
2026-04-01,Scalabrini,Ambos,Sin Devolucion,repentant_buyer,1,5.4
2026-04-01,Caballito,Comprador,Sin Devolucion,sup_damaged_package_broken_item,1,19.44
2026-04-01,Scalabrini,null,Sin Devolucion,out_of_stock,1,30.38
2026-04-01,Vicente Lopez,Vendedor,Sin Devolucion,sup_broken_item,1,17.88
2026-04-01,Villa Urquiza,null,Sin Devolucion,missing_invoice,1,37.94
2026-04-01,Vicente Lopez,null,Sin Devolucion,repentant_buyer,1,2.44
2026-04-01,Scalabrini,Vendedor,Sin Devolucion,delivered_but_not_receive_package,1,2.95
2026-04-01,Caballito,Vendedor,Sin Devolucion,missing_item,1,13.76
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,damaged_package_missing_item,1,4.26
2026-04-01,Villa Urquiza,Ambos,Sin Devolucion,different_item_other,1,0.9
2026-04-01,Vicente Lopez,Comprador,Sin Devolucion,estimated_delivery_out_of_time,1,11.22
2026-04-01,Caballito,Comprador,Sin Devolucion,repentant_buyer,1,2.48
2026-04-01,Vicente Lopez,null,Sin Devolucion,out_of_stock,1,18.24
2026-04-01,Scalabrini,null,Sin Devolucion,different_than_published,1,10.92
2026-04-01,Vicente Lopez,null,Sin Devolucion,undelivered_other,1,4.3
2026-04-01,Villa Urquiza,Vendedor,Sin Devolucion,missing_invoice,1,12.6
2026-04-01,Villa Urquiza,Vendedor,Sin Devolucion,empty_box,1,2.59
2026-04-01,Villa Urquiza,Vendedor,Sin Devolucion,sup_broken_item,1,7.43
2026-04-01,Caballito,null,Sin Devolucion,change_receiver_address,1,8.68
2026-04-01,Vicente Lopez,Ambos,Sin Devolucion,sup_broken_item,1,2.72
2026-04-01,Caballito,Vendedor,Sin Devolucion,missing_invoice,1,19.6
2026-04-01,Vicente Lopez,null,Sin Devolucion,sup_different_taste_or_size,1,4.01
2026-04-01,Villa Urquiza,Ambos,Sin Devolucion,sup_damaged_package_broken_item,1,3.08
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,different_item_other,1,1.1
2026-04-01,Villa Urquiza,Comprador,Sin Devolucion,respondent_unanswered,1,5.62
2026-04-01,Caballito,Vendedor,Sin Devolucion,sup_broken_item,1,7.65
2026-04-01,Vicente Lopez,Ambos,Sin Devolucion,different_than_published,1,27.11
2026-04-01,Scalabrini,null,Sin Devolucion,undelivered_other,1,8.72
2026-04-01,Caballito,Comprador,Sin Devolucion,damaged_package_missing_item,1,5.74
2026-04-01,Scalabrini,Vendedor,Sin Devolucion,damaged_package_empty_box,1,3.13
2026-04-01,Villa Urquiza,null,Sin Devolucion,sup_different_taste_or_size,1,10.8
2026-04-01,Caballito,Comprador,Sin Devolucion,sup_different_taste_or_size,1,7.43
2026-04-01,Vicente Lopez,Comprador,Devolucion Realizada,different_than_published,1,9.14
2026-04-01,Caballito,Ambos,Sin Devolucion,different_item_other,1,12.75
