STORE_ID,STORE_NAME,BRAND_ID,cnt
74170418,Villa Urquiza,2516198735,1134
74168488,Caballito,2516198735,1134
73211008,Scalabrini,2516198735,1134
74610774,Vicente Lopez,2516198735,1134
